epochs,loss,rewards,time,steps
1.2667,0.0385,1733.0717,9.806,5
1.6,0.035,3750.2019,19.9311,10
1.9333,0.0403,1315.9509,30.11,15
2.2667,0.0365,2635.5178,40.1742,20
2.6,0.0339,2629.814,50.1647,25
2.9333,0.0373,2418.5488,59.9805,30
3.2667,0.038,1973.759,70.0776,35
3.6,0.0414,3573.1575,79.8089,40
3.9333,0.0413,3982.1792,89.7809,45
4.2667,0.0393,2156.2957,100.7077,50
4.6,0.0375,2287.0422,110.6512,55
4.9333,0.0421,4095.5227,120.7957,60
5.2667,0.0364,1561.7434,132.1474,65
5.6,0.0378,2873.7134,143.1918,70
5.9333,0.0458,2356.127,153.4314,75
6.2667,0.0478,2630.8225,163.6398,80
6.6,0.0367,1302.9791,173.3682,85
6.9333,0.0396,3454.0415,183.1954,90
7.2667,0.0369,3000.5398,193.238,95
7.6,0.0382,1899.2523,202.9111,100
7.9333,0.0463,1011.1914,212.6306,105
8.2667,0.0423,3248.1799,223.4973,110
8.6,0.0376,2755.876,233.2666,115
8.9333,0.0358,3515.9741,242.9645,120
9.2667,0.0414,2965.845,252.6223,125
9.6,0.0378,2570.6523,262.8428,130
9.9333,0.0415,2209.562,272.6248,135
10.2667,0.0417,1889.9495,282.4408,140
10.6,0.035,2625.8677,292.1632,145
10.9333,0.0379,2648.4104,302.1414,150
11.2667,0.0347,1881.9301,311.973,155
11.6,0.0366,3019.084,322.7106,160
11.9333,0.0398,2927.5581,332.5943,165
12.2667,0.0362,1090.7545,342.2716,170
12.6,0.0384,3458.3789,352.1489,175
12.9333,0.0383,3081.7981,362.9089,180
13.2667,0.0372,3529.3047,372.785,185
13.6,0.0381,2201.2695,382.4598,190
13.9333,0.0365,3457.8372,393.1315,195
14.2667,0.0378,3241.4568,403.3302,200
14.6,0.0378,3038.8042,414.0963,205
14.9333,0.036,3881.5083,424.0084,210
15.2667,0.0365,2287.1614,433.8098,215
15.6,0.0416,3445.9946,443.6874,220
15.9333,0.0391,2153.8638,453.7836,225
16.2667,0.039,4225.9917,464.3765,230
16.6,0.039,2996.8823,474.2817,235
16.9333,0.0366,2861.9773,483.9705,240
17.2667,0.0362,2335.0437,494.0741,245
17.6,0.0351,2947.3052,504.4848,250
17.9333,0.0391,2940.9956,514.4956,255
18.2667,0.037,2200.1226,524.626,260
18.6,0.0425,2486.1372,534.8035,265
18.9333,0.0459,2670.6199,545.002,270
19.2667,0.041,1330.9204,555.3991,275
19.6,0.0352,3048.4351,565.2299,280
19.9333,0.0407,2699.5928,576.0153,285
20.2667,0.0383,2684.4304,586.0183,290
20.6,0.0474,3088.0251,596.7734,295
20.9333,0.0397,1825.7428,606.8274,300
21.2667,0.0413,1612.2954,616.9798,305
21.6,0.0472,2424.5332,627.231,310
21.9333,0.0381,1861.2891,636.8848,315
22.2667,0.0429,1415.8036,646.6288,320
22.6,0.0406,4369.7295,656.9021,325
22.9333,0.0445,4374.2705,666.7566,330
23.2667,0.0384,3301.5403,676.9944,335
23.6,0.0364,2572.5784,687.3586,340
23.9333,0.0396,4164.3394,697.3858,345
24.2667,0.0361,1668.8535,707.9948,350
24.6,0.0385,3094.481,717.9044,355
24.9333,0.0375,2511.0762,727.8724,360
25.2667,0.0445,2373.0691,737.7116,365
25.6,0.0336,2573.3345,748.1231,370
25.9333,0.0354,2085.8887,758.4364,375
26.2667,0.0395,5139.228,768.2021,380
26.6,0.0371,3398.7864,778.6686,385
26.9333,0.0371,2645.0696,788.4129,390
27.2667,0.0363,3969.1257,798.1467,395
27.6,0.0396,2103.2571,808.0527,400
27.9333,0.0364,2367.6028,817.9844,405
28.2667,0.0427,2142.5808,827.8808,410
28.6,0.0337,3364.0659,838.8241,415
28.9333,0.0402,2258.2144,848.6835,420
29.2667,0.0448,1802.5195,858.6032,425
29.6,0.0389,2261.2092,868.3853,430
29.9333,0.0427,1271.8861,878.3229,435
30.2667,0.0403,4490.1304,888.2207,440
30.6,0.0374,1877.1321,898.1031,445
30.9333,0.0484,2869.1816,907.8154,450
31.2667,0.0357,3066.1108,919.0359,455
31.6,0.0356,4547.4614,929.0733,460
31.9333,0.0339,3658.7886,938.9926,465
32.2667,0.036,4508.374,949.6831,470
32.6,0.0344,5148.5132,959.6136,475
32.9333,0.0396,2896.4114,970.2948,480
33.2667,0.0461,2539.0742,980.5914,485
33.6,0.0384,1945.29,991.4297,490
33.9333,0.0369,1712.0016,1001.2126,495
34.2667,0.0424,1568.8304,1011.2054,500
34.6,0.037,5337.9736,1020.8489,505
34.9333,0.0373,2879.6758,1030.9099,510
