loss,steps,rewards,time,epochs
0.2009,755,411.2319,446.8483,48.125
0.1983,760,397.5784,449.8803,48.4375
0.2159,765,395.8709,452.9937,48.75
0.2155,770,402.0063,456.1128,49.0625
0.2291,775,404.488,459.3717,49.375
0.2298,780,398.9555,462.4729,49.6875
0.2133,785,412.4376,465.5229,50.0
0.1986,790,402.6566,468.981,50.3125
0.2207,795,401.2231,472.0572,50.625
0.2023,800,407.4759,475.317,50.9375
0.2177,805,407.21,478.3446,51.25
0.2071,810,462.9402,481.5194,51.5625
0.2178,815,405.1915,484.6475,51.875
0.2042,820,472.2065,487.8015,52.1875
0.2138,825,414.2454,491.0022,52.5
0.2039,830,408.1448,494.0955,52.8125
0.2131,835,404.019,497.4239,53.125
0.2114,840,408.6283,500.707,53.4375
0.2114,845,403.7671,503.7833,53.75
0.2151,850,411.7186,506.9103,54.0625
0.2089,855,412.2304,510.0493,54.375
0.2151,860,415.6064,513.3087,54.6875
0.1928,865,421.8165,516.5004,55.0
0.2051,870,413.4543,519.7889,55.3125
0.2034,875,414.1382,523.0557,55.625
0.2037,880,416.4918,526.3497,55.9375
0.1933,885,412.5099,529.4883,56.25
0.2081,890,428.4899,532.7423,56.5625
0.2124,895,429.9757,535.9963,56.875
0.2004,900,473.166,539.3995,57.1875
0.1985,905,417.9852,542.6334,57.5
0.1973,910,408.0908,545.9163,57.8125
0.2001,915,413.1769,549.0395,58.125
0.1967,920,410.8906,552.011,58.4375
0.2022,925,410.8591,555.2556,58.75
0.1881,930,414.1396,558.553,59.0625
0.1997,935,424.0752,561.8378,59.375
0.2042,940,461.2943,565.0585,59.6875
0.212,945,414.7635,568.18,60.0
0.225,950,458.6325,571.2427,60.3125
0.1975,955,420.8282,574.4295,60.625
0.204,960,440.9491,577.8527,60.9375
0.2259,965,421.1331,581.1295,61.25
0.2063,970,418.5571,584.4039,61.5625
0.2117,975,417.8915,587.5087,61.875
0.2067,980,425.381,590.6477,62.1875
0.2001,985,426.7631,593.8539,62.5
0.2087,990,426.2818,597.0061,62.8125
0.1911,995,422.0369,600.0692,63.125
0.2023,1000,442.0256,603.2391,63.4375
0.2134,1005,484.8134,606.372,63.75
0.203,1010,418.0222,609.5266,64.0625
0.1973,1015,425.8814,612.8301,64.375
0.1983,1020,428.0136,616.1121,64.6875
0.1927,1025,417.1614,619.3678,65.0
0.1919,1030,439.8858,622.6433,65.3125
0.1988,1035,423.8044,625.6361,65.625
0.194,1040,444.1179,628.8725,65.9375
0.1838,1045,422.892,631.9134,66.25
0.1963,1050,414.7749,635.0676,66.5625
0.1969,1055,428.5389,638.4472,66.875
0.1981,1060,450.2888,642.0079,67.1875
0.1961,1065,419.9756,645.0306,67.5
0.1988,1070,422.7189,648.2804,67.8125
0.1927,1075,430.0898,651.5024,68.125
0.2041,1080,428.0489,654.7353,68.4375
0.1866,1085,437.9044,658.0626,68.75
0.193,1090,446.2336,661.2535,69.0625
0.1975,1095,486.1128,664.5779,69.375
0.1965,1100,418.9853,667.6077,69.6875
0.1872,1105,463.2363,670.7173,70.0
0.1986,1110,432.2134,674.0394,70.3125
0.186,1115,431.893,677.3423,70.625
0.197,1120,435.8998,680.6395,70.9375
0.2163,1125,426.8852,683.6861,71.25
0.1785,1130,455.4159,687.0342,71.5625
0.1938,1135,439.7525,690.2079,71.875
0.2005,1140,434.7628,693.2836,72.1875
0.2111,1145,478.8532,696.3924,72.5
0.2048,1150,503.6279,699.6476,72.8125
0.2009,1155,496.7878,702.9697,73.125
0.196,1160,426.8459,705.9851,73.4375
0.1902,1165,436.342,709.1536,73.75
0.1923,1170,473.9469,712.6153,74.0625
0.1957,1175,465.7228,715.9088,74.375
0.1892,1180,465.3947,719.1013,74.6875
0.1977,1185,421.6886,722.1349,75.0
0.1851,1190,478.4998,725.3786,75.3125
0.209,1195,485.215,728.6899,75.625
0.1886,1200,482.9752,731.8822,75.9375
0.1818,1205,448.6389,735.1571,76.25
0.2007,1210,468.7247,738.3632,76.5625
0.1851,1215,441.453,741.6848,76.875
0.2036,1220,459.8807,744.92,77.1875
0.2017,1225,547.5549,748.5652,77.5
