epochs,steps,loss,rewards,time
73.2667,1085,0.0341,4817.8584,2101.9209
73.6,1090,0.0345,4015.771,2110.808
73.9333,1095,0.0364,4685.4268,2120.8502
74.2667,1100,0.0365,4829.5693,2130.9665
74.6,1105,0.0341,4536.9263,2140.6591
74.9333,1110,0.0328,4235.5029,2149.8373
75.2667,1115,0.0338,4568.8403,2159.4393
75.6,1120,0.0323,3205.4773,2167.1049
75.9333,1125,0.036,4471.2119,2176.7848
76.2667,1130,0.0352,4525.2759,2186.5261
76.6,1135,0.034,4513.5605,2196.1538
76.9333,1140,0.0372,4606.9248,2206.7338
77.2667,1145,0.0366,4359.4316,2217.854
77.6,1150,0.0306,4150.6221,2227.9655
77.9333,1155,0.0334,4633.335,2239.8668
78.2667,1160,0.0328,3750.3477,2249.3832
78.6,1165,0.0354,4561.1406,2259.3364
78.9333,1170,0.0336,4292.0225,2268.662
79.2667,1175,0.0341,4406.3906,2278.267
79.6,1180,0.0346,3638.209,2286.6901
79.9333,1185,0.0335,4836.4814,2296.7246
80.2667,1190,0.0306,4523.0889,2306.4435
80.6,1195,0.0331,4852.9443,2317.2743
80.9333,1200,0.0326,3946.7507,2326.2533
81.2667,1205,0.036,4438.4873,2336.304
81.6,1210,0.0354,4516.0913,2346.36
81.9333,1215,0.0358,4416.9468,2355.8864
82.2667,1220,0.0356,4116.4639,2364.9682
82.6,1225,0.0339,4491.853,2374.6566
82.9333,1230,0.0328,4168.7329,2383.8259
83.2667,1235,0.0307,4057.5122,2392.794
83.6,1240,0.0322,3362.1992,2400.9608
83.9333,1245,0.0342,4829.8882,2411.0803
84.2667,1250,0.0348,3969.5586,2420.102
84.6,1255,0.0325,4849.5801,2430.2842
84.9333,1260,0.0356,4848.4541,2440.5655
85.2667,1265,0.0332,3799.021,2449.1445
85.6,1270,0.0328,4686.9795,2459.1259
85.9333,1275,0.0345,3867.9148,2467.8172
86.2667,1280,0.0344,4435.3467,2477.4459
86.6,1285,0.0334,4527.0781,2487.1091
86.9333,1290,0.0367,2623.3503,2493.9388
87.2667,1295,0.0316,4855.8999,2503.9922
87.6,1300,0.0353,4134.6782,2513.0312
87.9333,1305,0.036,3965.8613,2521.9641
88.2667,1310,0.036,4836.0288,2532.0366
88.6,1315,0.0325,3877.4407,2540.7515
88.9333,1320,0.0381,4591.9214,2550.5375
89.2667,1325,0.0344,4584.6616,2560.2612
89.6,1330,0.0336,3560.0422,2568.4538
89.9333,1335,0.034,4818.5962,2578.9831
90.2667,1340,0.0322,2933.741,2587.109
90.6,1345,0.0328,4856.7188,2597.8373
90.9333,1350,0.0305,3876.9331,2607.256
91.2667,1355,0.0353,4849.7822,2618.261
91.6,1360,0.0297,3579.8384,2626.894
91.9333,1365,0.0361,4044.5874,2635.9524
92.2667,1370,0.033,4872.9189,2646.1109
92.6,1375,0.0315,3463.3567,2654.1578
92.9333,1380,0.0339,4845.9243,2664.5391
93.2667,1385,0.0327,3414.1953,2673.1214
93.6,1390,0.0333,4062.5793,2682.1174
93.9333,1395,0.0357,4470.4956,2691.6713
94.2667,1400,0.0309,4841.1543,2702.3321
94.6,1405,0.0332,4850.5767,2712.6358
94.9333,1410,0.0305,4478.5068,2722.6027
95.2667,1415,0.0347,4041.6191,2731.7489
95.6,1420,0.032,3774.7273,2740.5628
95.9333,1425,0.0343,3397.4688,2748.7363
96.2667,1430,0.0366,3492.0032,2756.9161
96.6,1435,0.0333,4470.21,2766.5042
96.9333,1440,0.0369,4767.167,2776.3711
97.2667,1445,0.0342,3105.2778,2784.0376
97.6,1450,0.0345,4864.3389,2794.3988
97.9333,1455,0.0317,3458.9758,2802.6134
98.2667,1460,0.0348,3499.436,2810.7024
98.6,1465,0.0348,4230.9463,2819.9235
98.9333,1470,0.0324,4407.4507,2829.2818
99.2667,1475,0.0299,3691.1206,2837.8179
99.6,1480,0.0365,4346.1963,2847.2517
99.9333,1485,0.0336,3516.7695,2855.3695
100.2667,1490,0.0328,4873.874,2865.4266
100.6,1495,0.0321,4389.3423,2874.7284
100.9333,1500,0.0328,4808.8135,2884.741
