epochs,loss,rewards,time,steps
1.2667,0.6833,123.1695,3.7221,5
1.6,0.7274,217.0636,8.274,10
1.9333,0.7296,152.3606,12.1746,15
2.2667,0.6897,138.8903,16.1071,20
2.6,0.6828,330.0754,21.7161,25
2.9333,0.6612,333.1638,27.254,30
3.2667,0.662,212.5216,31.7897,35
3.6,0.6881,318.5173,36.314,40
3.9333,0.648,606.0571,43.1004,45
4.2667,0.6247,580.9787,49.716,50
4.6,0.6147,505.6505,55.6904,55
4.9333,0.5861,508.8629,61.806,60
5.2667,0.5981,420.7341,66.9162,65
5.6,0.5688,424.7353,72.3808,70
5.9333,0.5418,331.5292,76.8239,75
6.2667,0.5326,284.2178,80.817,80
6.6,0.4856,307.9008,85.3327,85
6.9333,0.4835,286.5904,89.3319,90
7.2667,0.4189,261.5261,93.0532,95
7.6,0.3998,267.4117,96.7979,100
7.9333,0.3695,297.5969,100.6263,105
8.2667,0.3389,330.064,104.7545,110
8.6,0.2999,308.8688,108.5314,115
8.9333,0.2669,345.5462,112.3693,120
9.2667,0.2527,342.7227,116.1417,125
9.6,0.2127,364.8505,120.1875,130
9.9333,0.2278,371.9786,124.1124,135
10.2667,0.1909,402.4458,128.2052,140
10.6,0.1757,316.433,132.0958,145
10.9333,0.1595,406.6014,136.1727,150
11.2667,0.1575,388.4374,140.2946,155
11.6,0.144,328.5919,144.4291,160
11.9333,0.1428,335.4909,148.5641,165
12.2667,0.1403,295.6922,152.729,170
12.6,0.1416,267.338,156.7969,175
12.9333,0.1367,222.8622,161.0527,180
13.2667,0.1181,264.1688,165.2679,185
13.6,0.1175,299.6309,169.5855,190
13.9333,0.1133,361.7985,174.0023,195
14.2667,0.1121,327.3136,178.3403,200
14.6,0.1013,275.0348,182.8518,205
14.9333,0.1115,412.4474,187.3997,210
15.2667,0.1121,364.9472,191.6805,215
15.6,0.099,411.9093,196.0179,220
15.9333,0.1093,254.8192,200.4108,225
16.2667,0.0988,226.3798,204.9615,230
16.6,0.0974,347.6375,209.3558,235
16.9333,0.094,538.7637,214.1358,240
17.2667,0.1016,352.7562,219.0531,245
17.6,0.0986,262.4142,223.373,250
17.9333,0.0906,438.9911,228.0452,255
18.2667,0.0898,221.6013,232.4769,260
18.6,0.0921,491.2376,237.7517,265
18.9333,0.0924,185.2502,241.9776,270
19.2667,0.0903,205.4604,246.3829,275
19.6,0.0927,280.4577,250.7562,280
19.9333,0.0916,99.9596,254.8666,285
20.2667,0.0896,173.4079,258.9825,290
20.6,0.0797,165.6479,263.0506,295
20.9333,0.0811,104.1929,267.4245,300
21.2667,0.0809,100.0423,271.4447,305
21.6,0.0744,103.766,275.5956,310
21.9333,0.0784,184.0222,279.9767,315
22.2667,0.0782,196.1692,284.1805,320
22.6,0.075,105.5078,288.5017,325
22.9333,0.0758,184.6346,292.722,330
23.2667,0.0859,92.7431,296.6973,335
23.6,0.0782,100.2823,300.7502,340
23.9333,0.069,100.3829,304.8891,345
24.2667,0.0733,181.0397,309.0654,350
24.6,0.0747,129.0698,313.1444,355
24.9333,0.0706,120.1024,317.2194,360
25.2667,0.0752,86.8566,321.3031,365
25.6,0.0721,95.5335,325.1203,370
25.9333,0.0773,128.2462,328.8976,375
26.2667,0.0707,89.2908,332.5013,380
26.6,0.0689,95.542,336.1009,385
26.9333,0.0687,123.5518,340.0063,390
27.2667,0.0687,58.1256,343.5969,395
27.6,0.0724,61.5735,347.1392,400
27.9333,0.0741,38.4809,350.7811,405
28.2667,0.0683,20.7065,354.3011,410
28.6,0.0725,34.7458,357.8332,415
28.9333,0.0623,12.9951,361.2139,420
29.2667,0.0684,24.4823,364.6914,425
29.6,0.0683,39.0831,368.3095,430
29.9333,0.0615,20.1047,371.6707,435
30.2667,0.0661,24.7724,375.205,440
30.6,0.0695,26.8286,378.6277,445
30.9333,0.0643,13.0294,381.9701,450
31.2667,0.069,4.6975,385.1616,455
31.6,0.0651,14.312,388.4948,460
31.9333,0.0591,15.3322,391.9454,465
32.2667,0.0661,15.0796,395.3861,470
32.6,0.0642,11.1592,398.7215,475
32.9333,0.0635,11.1584,402.0846,480
33.2667,0.0658,18.067,405.3697,485
33.6,0.0643,18.4901,408.7949,490
33.9333,0.0648,15.6363,412.1981,495
34.2667,0.0619,17.0618,415.5401,500
34.6,0.0565,15.343,418.8244,505
34.9333,0.0582,21.0662,422.0916,510
35.2667,0.0587,17.5416,425.4785,515
35.6,0.0616,19.5691,428.9613,520
35.9333,0.0584,22.5019,432.4411,525
36.2667,0.0582,24.6641,435.7769,530
36.6,0.0582,19.7684,439.1086,535
36.9333,0.0612,21.966,442.5268,540
37.2667,0.0604,26.5282,445.9977,545
37.6,0.063,39.1969,449.4595,550
37.9333,0.0625,34.098,452.8254,555
38.2667,0.0592,25.3629,456.2,560
38.6,0.0597,34.2805,459.6133,565
38.9333,0.0579,23.8375,463.129,570
39.2667,0.0608,25.9099,466.5196,575
39.6,0.0615,42.9709,469.9364,580
39.9333,0.0602,47.9922,473.0711,585
40.2667,0.0571,58.8268,476.5689,590
40.6,0.0568,41.4113,479.9809,595
40.9333,0.0583,50.3492,483.4365,600
41.2667,0.056,58.176,486.7189,605
41.6,0.0605,47.588,489.7737,610
41.9333,0.0574,51.9783,493.1217,615
42.2667,0.0588,49.5175,496.5199,620
42.6,0.0586,55.3541,499.8867,625
42.9333,0.0593,71.6398,503.2703,630
43.2667,0.0487,53.0088,506.2809,635
43.6,0.0563,53.7113,509.4404,640
43.9333,0.0602,61.8248,512.8852,645
44.2667,0.0568,62.8936,516.3755,650
44.6,0.0572,79.671,519.7314,655
44.9333,0.0519,206.2957,523.5542,660
45.2667,0.0588,164.8768,527.379,665
45.6,0.0538,300.3658,531.2964,670
45.9333,0.0614,203.3436,535.1733,675
46.2667,0.0548,254.1752,539.2919,680
46.6,0.0532,192.0676,543.0888,685
46.9333,0.0509,94.5572,546.7854,690
47.2667,0.0533,77.5792,550.2701,695
47.6,0.05,98.8963,554.0054,700
47.9333,0.0623,163.7211,557.7159,705
48.2667,0.0566,242.6744,561.6134,710
48.6,0.0545,306.0203,565.9039,715
48.9333,0.059,330.3375,569.7928,720
49.2667,0.0532,352.9833,573.9641,725
49.6,0.055,181.5648,577.6041,730
49.9333,0.0631,247.8856,581.6211,735
50.2667,0.0539,334.7637,585.7831,740
50.6,0.0488,283.2364,589.6842,745
50.9333,0.0481,413.2226,594.0745,750
51.2667,0.0533,236.3443,598.026,755
51.6,0.0556,370.1871,602.084,760
51.9333,0.0539,224.7081,606.2361,765
52.2667,0.0548,291.7693,610.5335,770
52.6,0.0529,349.4741,614.699,775
52.9333,0.0533,311.658,618.4834,780
53.2667,0.0577,260.9526,622.4589,785
53.6,0.054,249.8017,626.3563,790
53.9333,0.0519,262.5329,630.3537,795
54.2667,0.0518,482.9015,634.8049,800
54.6,0.0591,310.7874,638.8786,805
54.9333,0.0503,334.7932,642.6699,810
55.2667,0.051,278.0751,646.9683,815
55.6,0.0587,418.8255,651.2589,820
55.9333,0.0531,347.3456,655.1975,825
56.2667,0.0507,447.1738,659.2874,830
56.6,0.0545,352.4332,663.1031,835
56.9333,0.0512,311.8839,667.0492,840
57.2667,0.0497,408.8397,671.1983,845
57.6,0.0541,297.7078,674.858,850
57.9333,0.0506,376.9914,678.8664,855
58.2667,0.0472,385.2465,682.9855,860
58.6,0.0479,369.4456,686.9316,865
58.9333,0.0538,377.1806,690.8901,870
59.2667,0.049,347.9579,694.9677,875
59.6,0.0457,332.569,698.6698,880
59.9333,0.0529,357.122,702.5454,885
60.2667,0.0469,327.3431,706.4917,890
60.6,0.0484,374.5196,710.3938,895
60.9333,0.0529,418.6908,714.4042,900
61.2667,0.0584,291.3961,718.0969,905
61.6,0.0503,392.0281,722.0735,910
61.9333,0.0507,386.4174,725.8311,915
62.2667,0.0474,327.491,729.5194,920
62.6,0.0553,270.0546,733.0988,925
62.9333,0.0505,336.8602,736.6942,930
63.2667,0.0535,407.4199,740.5804,935
63.6,0.0479,363.9907,744.1858,940
63.9333,0.0458,395.1393,747.9118,945
64.2667,0.0515,375.9047,751.8453,950
64.6,0.048,484.6317,755.7646,955
64.9333,0.05,539.1785,759.7545,960
65.2667,0.0497,375.8085,763.4287,965
65.6,0.0523,324.7281,767.0356,970
65.9333,0.0534,403.0458,770.7468,975
66.2667,0.0478,555.4587,774.8621,980
66.6,0.0539,651.1153,779.2416,985
66.9333,0.05,570.1658,783.2902,990
67.2667,0.048,421.6937,787.0855,995
67.6,0.0427,427.7812,790.8588,1000
67.9333,0.0492,469.5895,794.8061,1005
68.2667,0.05,412.2958,798.5346,1010
68.6,0.0523,305.598,802.0442,1015
68.9333,0.0481,492.5835,805.9377,1020
69.2667,0.0523,472.3432,809.7651,1025
69.6,0.0492,492.8289,813.589,1030
69.9333,0.0497,291.4962,817.0511,1035
70.2667,0.0473,362.8861,820.6131,1040
70.6,0.0464,449.5567,824.4307,1045
70.9333,0.0472,526.6876,828.4242,1050
71.2667,0.0436,378.1318,832.2412,1055
71.6,0.0469,323.7336,835.7434,1060
71.9333,0.0454,490.8334,839.5648,1065
72.2667,0.0518,570.4727,843.545,1070
72.6,0.0447,483.2972,847.3568,1075
72.9333,0.0465,469.9516,851.1351,1080
73.2667,0.0525,585.8597,855.1755,1085
73.6,0.0473,470.6573,858.9449,1090
73.9333,0.0464,380.538,862.5798,1095
74.2667,0.0502,453.9481,866.4177,1100
74.6,0.0508,537.0292,870.437,1105
74.9333,0.0467,563.8779,874.4451,1110
75.2667,0.049,470.308,878.2312,1115
75.6,0.0485,435.846,881.9166,1120
75.9333,0.0463,561.9278,885.7568,1125
76.2667,0.0465,394.5255,889.3178,1130
76.6,0.0464,437.8078,892.9367,1135
76.9333,0.0418,1118.7965,897.7099,1140
77.2667,0.0451,492.176,901.4463,1145
77.6,0.0508,361.4099,905.1949,1150
77.9333,0.0472,354.3027,908.7643,1155
78.2667,0.048,457.6098,912.5513,1160
78.6,0.0496,392.1513,916.1719,1165
78.9333,0.0467,513.4094,919.8988,1170
79.2667,0.0484,625.378,923.8314,1175
79.6,0.049,386.5345,927.3928,1180
79.9333,0.0503,413.2257,931.1185,1185
80.2667,0.0515,769.9658,935.294,1190
80.6,0.0425,1345.5305,940.3251,1195
80.9333,0.0483,458.1288,944.0396,1200
81.2667,0.0458,681.0523,948.0481,1205
81.6,0.0406,448.3222,951.7177,1210
81.9333,0.0441,578.8495,955.6482,1215
82.2667,0.0427,358.3626,959.224,1220
82.6,0.0481,640.9321,963.3607,1225
82.9333,0.0474,1138.3088,968.0987,1230
83.2667,0.0485,692.6452,972.199,1235
