epochs,steps,loss,rewards,time
47.9333,705,0.0394,3449.9636,1474.3335
48.2667,710,0.0407,3806.8052,1485.3426
48.6,715,0.0341,4332.064,1496.0289
48.9333,720,0.0388,5156.874,1506.0118
49.2667,725,0.0413,7934.3896,1516.0042
49.6,730,0.0347,6053.3018,1526.2283
49.9333,735,0.0382,4661.0342,1536.4696
50.2667,740,0.0371,6444.8994,1546.885
50.6,745,0.0345,3456.1968,1556.9024
50.9333,750,0.0381,3721.0305,1567.2096
51.2667,755,0.0406,2841.875,1577.209
51.6,760,0.0338,4109.4121,1587.3328
51.9333,765,0.042,4197.3369,1597.3219
52.2667,770,0.0438,4066.22,1607.3313
52.6,775,0.0379,3148.064,1617.3268
52.9333,780,0.0329,3196.5347,1627.5731
53.2667,785,0.0346,3887.1802,1637.7357
53.6,790,0.038,5108.6138,1648.3833
53.9333,795,0.0333,4068.6848,1659.5804
54.2667,800,0.0425,6855.3311,1669.9501
54.6,805,0.0356,5245.3184,1680.8457
54.9333,810,0.0358,5057.2363,1690.9247
55.2667,815,0.0385,6558.9092,1700.8757
55.6,820,0.0407,4006.1562,1711.626
55.9333,825,0.0388,2546.5479,1721.7068
56.2667,830,0.0333,4444.2842,1731.4808
56.6,835,0.0361,5384.4634,1742.5308
56.9333,840,0.0439,2831.072,1752.8466
57.2667,845,0.0409,3528.0571,1762.7905
57.6,850,0.0367,4864.4346,1773.0948
57.9333,855,0.0346,4219.2578,1785.0079
58.2667,860,0.0333,3752.2656,1795.2394
58.6,865,0.0325,4206.5615,1805.1489
58.9333,870,0.0397,3380.0051,1816.2853
59.2667,875,0.0356,4443.1963,1828.3993
59.6,880,0.0317,3664.9851,1839.2764
59.9333,885,0.0316,2657.3403,1849.9365
60.2667,890,0.0402,5837.4248,1859.9547
60.6,895,0.0384,5236.0869,1870.7672
60.9333,900,0.0392,5421.4727,1883.0275
61.2667,905,0.0371,4960.6328,1893.4218
61.6,910,0.0345,4442.9287,1903.7407
61.9333,915,0.0344,6392.3101,1914.0045
62.2667,920,0.0353,4872.8862,1924.1609
62.6,925,0.0424,2576.8232,1934.7822
62.9333,930,0.0352,6186.8247,1944.7135
63.2667,935,0.0373,4087.3589,1955.0023
63.6,940,0.0405,5358.8716,1965.2004
63.9333,945,0.041,2753.2668,1975.6109
64.2667,950,0.0372,4345.5518,1985.8519
64.6,955,0.0354,2876.3645,1997.0929
64.9333,960,0.0366,7541.8877,2008.3462
65.2667,965,0.038,4835.1514,2019.0121
65.6,970,0.0351,3836.1262,2029.3577
65.9333,975,0.0416,7162.2617,2039.7265
66.2667,980,0.0459,6991.2656,2051.0581
66.6,985,0.0386,7217.6421,2061.1038
66.9333,990,0.0407,1902.11,2072.0329
67.2667,995,0.0378,7120.9102,2082.3986
67.6,1000,0.0369,5137.4858,2092.3135
67.9333,1005,0.0368,5373.626,2102.4968
68.2667,1010,0.0352,3299.6497,2112.5548
68.6,1015,0.0363,5357.2783,2122.7812
68.9333,1020,0.0396,4648.9951,2133.334
69.2667,1025,0.041,4187.1108,2143.4596
69.6,1030,0.0342,6014.5947,2153.6599
69.9333,1035,0.0382,5879.2358,2163.7385
70.2667,1040,0.032,7318.8721,2174.2397
70.6,1045,0.041,6048.2393,2185.1638
70.9333,1050,0.0442,6129.2246,2195.0105
71.2667,1055,0.0348,4929.5112,2204.9853
71.6,1060,0.0373,4587.7603,2215.4291
71.9333,1065,0.0356,5475.0449,2226.0469
72.2667,1070,0.0368,4193.1714,2236.1724
72.6,1075,0.0405,6058.4141,2247.4475
72.9333,1080,0.0389,5882.2822,2257.7325
73.2667,1085,0.0355,4835.2314,2268.3468
73.6,1090,0.0358,4762.9868,2278.6218
73.9333,1095,0.0419,6668.9893,2289.1873
74.2667,1100,0.0353,2452.7349,2299.409
74.6,1105,0.0387,2889.1545,2309.6477
74.9333,1110,0.0385,4284.2139,2320.053
75.2667,1115,0.0336,7031.1587,2330.2986
75.6,1120,0.035,6188.3691,2340.2197
75.9333,1125,0.0344,4941.9897,2350.5642
76.2667,1130,0.038,5478.7568,2361.8068
76.6,1135,0.0362,6042.0908,2372.0465
76.9333,1140,0.0323,4727.8232,2382.3593
77.2667,1145,0.0409,7641.8804,2393.623
77.6,1150,0.0382,7722.1992,2403.9667
77.9333,1155,0.0318,3047.6533,2414.2206
78.2667,1160,0.034,6049.0811,2425.3565
78.6,1165,0.0345,2094.8447,2435.3239
78.9333,1170,0.037,2131.0144,2445.3478
79.2667,1175,0.033,4822.9248,2456.361
79.6,1180,0.0416,3650.4883,2466.3397
79.9333,1185,0.0379,4076.6257,2476.2906
80.2667,1190,0.0383,3661.8423,2486.5536
80.6,1195,0.0381,5670.3926,2497.5174
80.9333,1200,0.0324,4851.5615,2507.7755
81.2667,1205,0.0361,3655.6992,2517.608
81.6,1210,0.0347,4487.9409,2527.7575
81.9333,1215,0.0345,3315.3398,2538.1836
82.2667,1220,0.0334,5722.1187,2548.7253
82.6,1225,0.0341,3387.7168,2559.0744
82.9333,1230,0.0359,3363.7239,2569.3097
83.2667,1235,0.0356,3544.3196,2579.1389
83.6,1240,0.0348,4451.2598,2589.3454
83.9333,1245,0.0397,6561.6978,2599.3334
84.2667,1250,0.0341,6835.6299,2609.65
84.6,1255,0.0329,5906.9019,2619.6946
84.9333,1260,0.0337,6619.2563,2629.9589
85.2667,1265,0.038,4516.7915,2639.842
85.6,1270,0.0329,4787.2432,2650.1079
85.9333,1275,0.0348,4728.8667,2660.4135
86.2667,1280,0.0345,5757.2041,2670.9944
86.6,1285,0.0329,6575.7549,2681.0817
86.9333,1290,0.0364,6266.9326,2691.5995
87.2667,1295,0.0322,5139.4648,2701.4986
87.6,1300,0.0352,6104.1533,2711.4879
87.9333,1305,0.0344,4318.0576,2721.7579
88.2667,1310,0.0333,4739.0693,2731.7678
88.6,1315,0.0325,6148.9507,2741.7985
88.9333,1320,0.0325,4252.5044,2752.109
89.2667,1325,0.0336,7730.2827,2762.2868
89.6,1330,0.0338,4265.4209,2772.7123
89.9333,1335,0.0355,5624.8462,2783.9336
90.2667,1340,0.0392,7104.2119,2795.4687
90.6,1345,0.0354,3843.0796,2806.2672
90.9333,1350,0.0362,4037.9453,2817.5411
91.2667,1355,0.0391,4263.1602,2827.789
91.6,1360,0.0378,5927.4829,2838.8652
