epochs,steps,loss,rewards,time
89.9333,1335,0.0404,2067.0835,2756.5824
90.2667,1340,0.0374,3177.2402,2768.0503
90.6,1345,0.0404,3616.1309,2779.0683
90.9333,1350,0.0401,4008.3384,2789.3627
91.2667,1355,0.037,1646.2711,2799.839
91.6,1360,0.0375,3508.543,2810.0796
91.9333,1365,0.0406,1715.6023,2821.3809
92.2667,1370,0.0384,2908.8484,2832.0561
92.6,1375,0.0439,2215.1973,2842.1974
92.9333,1380,0.0364,3176.8066,2852.254
93.2667,1385,0.0422,1628.7743,2862.653
93.6,1390,0.0381,1194.3965,2873.5427
93.9333,1395,0.0483,2155.7703,2884.4801
94.2667,1400,0.037,1358.8025,2895.1384
94.6,1405,0.0436,2937.6809,2905.4022
94.9333,1410,0.0383,1967.4949,2915.8506
95.2667,1415,0.0391,2034.5336,2926.4498
95.6,1420,0.0477,3295.3145,2937.0552
95.9333,1425,0.0415,2571.8545,2947.5508
96.2667,1430,0.0459,2619.5706,2958.9396
96.6,1435,0.0351,1831.8035,2968.8631
96.9333,1440,0.0384,1974.5879,2978.9516
97.2667,1445,0.0375,4029.0969,2989.3365
97.6,1450,0.0408,1421.5958,2999.9085
97.9333,1455,0.0389,1101.9203,3010.0112
98.2667,1460,0.0382,4405.9097,3020.5829
98.6,1465,0.0501,2319.8701,3031.0881
98.9333,1470,0.045,1773.2809,3041.674
99.2667,1475,0.037,3677.8184,3053.5365
99.6,1480,0.0454,2785.5386,3064.3475
99.9333,1485,0.0404,2342.0483,3074.8186
100.2667,1490,0.0386,4081.0376,3085.347
100.6,1495,0.0388,2809.3105,3095.9468
100.9333,1500,0.0407,3159.6282,3106.7009
