loss,steps,rewards,time,epochs
0.0591,1235,21.3959,800.3064,83.2667
0.0625,1240,25.7484,804.0347,83.6
0.0627,1245,27.1298,807.7184,83.9333
0.0645,1250,23.0078,811.232,84.2667
0.0648,1255,24.3,815.1067,84.6
0.0671,1260,20.0432,818.6904,84.9333
0.0681,1265,24.1705,822.271,85.2667
0.0607,1270,18.6617,825.7034,85.6
0.0581,1275,28.4058,829.2766,85.9333
0.0614,1280,22.2088,832.8478,86.2667
0.0594,1285,26.8898,836.4015,86.6
0.0634,1290,32.251,839.907,86.9333
0.0653,1295,27.3615,843.3968,87.2667
0.0603,1300,27.5819,847.0409,87.6
0.0585,1305,26.338,850.5321,87.9333
0.0606,1310,26.0025,854.1125,88.2667
0.064,1315,28.7183,857.6568,88.6
0.0634,1320,26.3312,861.4723,88.9333
0.0641,1325,25.923,864.8932,89.2667
0.0658,1330,32.2727,868.5329,89.6
0.0625,1335,32.7558,872.17,89.9333
0.0657,1340,28.8954,875.6381,90.2667
0.0638,1345,23.6535,879.1165,90.6
0.067,1350,34.2383,882.7122,90.9333
0.0622,1355,31.1795,886.2577,91.2667
0.063,1360,30.2569,889.8674,91.6
0.0642,1365,21.5971,893.3834,91.9333
0.0579,1370,28.6773,896.9159,92.2667
0.0672,1375,31.7547,900.4907,92.6
0.0648,1380,27.7225,904.0425,92.9333
0.0656,1385,33.6455,907.5613,93.2667
0.061,1390,25.0193,911.1125,93.6
0.0581,1395,32.2539,914.7663,93.9333
0.0601,1400,29.2438,918.2911,94.2667
0.062,1405,30.5496,921.8806,94.6
0.0607,1410,23.2533,925.3225,94.9333
0.0659,1415,37.1915,928.8017,95.2667
0.0671,1420,30.2391,932.3557,95.6
0.0607,1425,29.1751,935.9176,95.9333
0.0665,1430,29.7382,939.4821,96.2667
0.0665,1435,30.0468,943.2284,96.6
0.0643,1440,33.5325,946.8431,96.9333
0.0623,1445,29.9015,950.3493,97.2667
0.0671,1450,33.6136,954.1223,97.6
0.0624,1455,34.5636,957.8919,97.9333
0.062,1460,30.3935,961.4353,98.2667
0.0625,1465,31.7164,965.0609,98.6
0.0658,1470,32.1309,968.7699,98.9333
0.0628,1475,33.9513,972.5684,99.2667
0.0574,1480,27.5253,976.0502,99.6
0.0631,1485,34.8052,979.6458,99.9333
0.059,1490,32.7446,983.3587,100.2667
0.0603,1495,32.6394,986.8907,100.6
0.0596,1500,38.2368,990.5108,100.9333
