epochs,steps,loss,rewards,time
71.2667,1055,0.0428,1344.3207,801.1861
71.6,1060,0.0452,417.5312,805.1233
71.9333,1065,0.039,1254.3616,810.2741
72.2667,1070,0.0423,445.4343,814.0021
72.6,1075,0.0455,1452.6367,819.8643
72.9333,1080,0.0435,415.6727,823.5244
73.2667,1085,0.0415,375.627,827.2563
73.6,1090,0.0422,363.6984,830.8626
73.9333,1095,0.0435,1371.6471,835.9701
74.2667,1100,0.041,1271.9602,840.9137
74.6,1105,0.0404,849.2151,845.1597
74.9333,1110,0.0423,791.5176,849.4799
75.2667,1115,0.0421,985.5418,854.0661
75.6,1120,0.0419,714.627,858.2671
75.9333,1125,0.0431,637.2419,862.2267
76.2667,1130,0.0413,1628.5162,868.0192
76.6,1135,0.0414,1696.274,873.7686
76.9333,1140,0.0405,340.1899,877.4149
77.2667,1145,0.0426,1299.9807,882.636
77.6,1150,0.0394,808.045,887.0285
77.9333,1155,0.0417,1295.3068,892.2236
78.2667,1160,0.0423,1282.2809,897.4077
78.6,1165,0.041,1360.7859,902.5532
78.9333,1170,0.0401,1536.6873,907.936
79.2667,1175,0.042,394.1738,911.613
79.6,1180,0.0421,1320.1079,917.2165
79.9333,1185,0.0466,1070.8406,922.0826
80.2667,1190,0.043,395.8422,925.8677
80.6,1195,0.0422,1341.3577,931.0721
80.9333,1200,0.0395,352.326,934.7542
81.2667,1205,0.0387,1369.363,940.0119
81.6,1210,0.0435,1484.3032,945.3481
81.9333,1215,0.0416,1167.5468,950.1301
82.2667,1220,0.0401,1459.2784,955.4269
82.6,1225,0.0389,497.0836,959.2787
82.9333,1230,0.0399,1419.0531,964.4053
83.2667,1235,0.0413,404.731,967.954
83.6,1240,0.0424,1421.3923,973.2246
83.9333,1245,0.043,1621.113,978.7887
84.2667,1250,0.0457,1183.5372,983.8982
84.6,1255,0.0431,310.6895,987.432
84.9333,1260,0.0394,1061.9736,992.4278
85.2667,1265,0.0392,1195.8531,997.3835
85.6,1270,0.0389,408.4025,1000.9827
85.9333,1275,0.0425,1545.4438,1006.4762
86.2667,1280,0.0378,1256.5355,1011.5912
86.6,1285,0.04,1393.772,1016.8837
86.9333,1290,0.0407,690.4406,1020.9351
87.2667,1295,0.0412,389.7429,1024.5529
87.6,1300,0.0479,310.6429,1028.0377
87.9333,1305,0.0405,430.8373,1031.9982
88.2667,1310,0.0388,1609.5735,1037.4769
88.6,1315,0.0399,341.0164,1041.1634
88.9333,1320,0.0386,334.7156,1044.8104
89.2667,1325,0.0399,624.7141,1048.8704
89.6,1330,0.041,643.7213,1053.0365
89.9333,1335,0.0469,1326.9062,1058.1672
90.2667,1340,0.0441,326.6346,1061.6678
90.6,1345,0.0405,1137.8826,1066.3787
90.9333,1350,0.0398,1330.2026,1071.5774
91.2667,1355,0.0413,1398.9875,1076.6406
91.6,1360,0.0428,483.2454,1080.4244
91.9333,1365,0.0374,1625.4054,1086.1692
92.2667,1370,0.0389,585.0626,1090.1355
92.6,1375,0.0404,389.0989,1093.5827
92.9333,1380,0.0406,1335.3928,1098.7075
93.2667,1385,0.0404,1132.7227,1103.6297
93.6,1390,0.0423,1472.6776,1109.2553
93.9333,1395,0.0429,1789.6914,1115.215
94.2667,1400,0.0467,1580.4496,1120.8675
94.6,1405,0.0414,371.048,1124.6038
94.9333,1410,0.0401,1284.4664,1129.7618
95.2667,1415,0.041,1336.9062,1135.0799
95.6,1420,0.0421,1541.8103,1140.5131
95.9333,1425,0.0408,1247.3987,1145.3743
96.2667,1430,0.0376,424.4636,1149.1398
96.6,1435,0.0405,1606.1825,1154.5749
96.9333,1440,0.0399,403.9057,1158.3553
97.2667,1445,0.0395,1303.6122,1163.2745
97.6,1450,0.0389,1048.0289,1167.9914
97.9333,1455,0.044,1423.6207,1173.1893
98.2667,1460,0.0388,1348.576,1178.2634
98.6,1465,0.0357,464.9678,1182.0036
98.9333,1470,0.0379,1322.2515,1187.2053
99.2667,1475,0.0382,2123.7419,1193.5597
99.6,1480,0.0395,1433.3973,1198.9225
99.9333,1485,0.0384,1594.3394,1204.4595
100.2667,1490,0.0383,1404.4194,1209.6215
100.6,1495,0.043,1475.4082,1215.3983
100.9333,1500,0.0417,344.4132,1219.0279
