epochs,loss,rewards,time,steps
1.2667,0.9442,-2.7887,2.4867,5
1.6,0.9416,-2.8489,4.877,10
1.9333,0.9823,-2.9186,7.3743,15
2.2667,0.9873,-2.7654,9.8529,20
2.6,0.9821,-2.7765,12.3892,25
2.9333,0.9588,-2.7842,14.9515,30
3.2667,0.9547,-2.5528,17.6072,35
3.6,0.8844,-2.7393,20.4888,40
3.9333,0.9167,-2.6514,23.2535,45
4.2667,0.8873,-2.6587,25.8818,50
4.6,0.9166,-2.9443,28.4698,55
4.9333,0.9482,-2.7793,31.2269,60
5.2667,0.8785,-2.5896,33.7411,65
5.6,0.8959,-2.8398,36.2866,70
5.9333,0.8442,-2.6349,38.8447,75
6.2667,0.8319,-2.5745,41.4562,80
6.6,0.7906,-2.7715,43.9805,85
6.9333,0.882,-2.6513,46.5887,90
7.2667,0.7856,-2.7504,49.057,95
7.6,0.7461,-2.3595,51.5405,100
7.9333,0.7204,-2.9061,54.0664,105
8.2667,0.7391,-2.6789,56.603,110
8.6,0.7743,-2.8136,59.0698,115
8.9333,0.7517,-2.7777,61.6333,120
9.2667,0.7137,-2.7377,64.1246,125
9.6,0.6985,-2.679,66.6869,130
9.9333,0.6104,-2.5273,69.158,135
10.2667,0.5794,-2.7331,71.6334,140
10.6,0.5998,-2.9123,74.0834,145
10.9333,0.5953,-2.6347,76.5618,150
11.2667,0.5679,-2.987,79.1024,155
11.6,0.5314,-2.9439,81.6193,160
11.9333,0.5075,-2.9349,84.1768,165
12.2667,0.441,-2.8293,86.7502,170
12.6,0.4474,-2.9744,89.4404,175
12.9333,0.4496,-3.031,91.9772,180
13.2667,0.4343,-2.8819,94.4927,185
13.6,0.36,-3.1068,97.0475,190
13.9333,0.385,-3.1215,99.5418,195
14.2667,0.3226,-3.0245,102.098,200
14.6,0.3653,-3.116,104.6065,205
14.9333,0.341,-3.0116,107.1377,210
15.2667,0.3097,-3.266,109.6114,215
15.6,0.3017,-3.0843,112.1309,220
15.9333,0.2772,-3.1808,114.6507,225
16.2667,0.2279,-3.1515,117.1398,230
16.6,0.2472,-3.0804,119.5747,235
16.9333,0.2279,-3.1346,122.0501,240
17.2667,0.1982,-2.9713,124.5504,245
17.6,0.2333,-3.2043,127.055,250
17.9333,0.19,-3.0751,129.6007,255
18.2667,0.2278,-3.0365,132.0501,260
18.6,0.2004,-2.9628,134.6049,265
18.9333,0.1769,-2.9028,137.1579,270
19.2667,0.1917,-2.5284,139.9651,275
19.6,0.1724,-3.006,142.5445,280
19.9333,0.148,-4.8366,145.1204,285
20.2667,0.1494,-3.6511,147.7726,290
20.6,0.1389,-4.4623,150.3809,295
20.9333,0.131,-4.4272,153.0422,300
21.2667,0.1526,-3.4067,155.743,305
21.6,0.1365,-3.5832,158.7044,310
21.9333,0.1273,-2.133,161.4687,315
22.2667,0.1395,-2.3693,164.3215,320
22.6,0.1218,-15.7496,167.2611,325
22.9333,0.1278,-14.216,170.4852,330
23.2667,0.1081,-0.308,173.8386,335
23.6,0.1055,53.5541,177.6566,340
23.9333,0.1091,372.3361,181.8158,345
24.2667,0.114,512.9216,186.4541,350
24.6,0.1087,234.9809,191.0424,355
24.9333,0.0989,101.7037,195.1146,360
25.2667,0.1099,131.1748,199.4719,365
25.6,0.1022,129.1676,203.641,370
25.9333,0.0888,120.1814,207.6961,375
26.2667,0.095,181.0511,212.3853,380
26.6,0.0921,163.199,217.179,385
