loss,steps,rewards,time,epochs
0.1057,1170,8.464,762.0409,78.9333
0.0961,1175,12.6554,765.6477,79.2667
0.0985,1180,8.3043,769.3582,79.6
0.1003,1185,8.4991,772.8705,79.9333
0.1017,1190,8.9907,776.3803,80.2667
0.1004,1195,6.6169,779.8429,80.6
0.0963,1200,11.7546,783.1546,80.9333
0.087,1205,9.1261,786.6646,81.2667
0.089,1210,9.1987,790.0506,81.6
0.096,1215,12.7025,793.5322,81.9333
0.0899,1220,8.7851,796.7859,82.2667
0.0961,1225,9.3051,800.254,82.6
0.0952,1230,8.2162,803.6816,82.9333
0.0928,1235,9.4057,807.1175,83.2667
0.1008,1240,9.0184,810.6881,83.6
0.0982,1245,10.9725,814.0835,83.9333
0.1034,1250,10.8577,817.6393,84.2667
0.1012,1255,7.7429,820.9164,84.6
0.0948,1260,8.24,824.2911,84.9333
0.0947,1265,12.4629,827.7386,85.2667
0.0893,1270,8.8414,831.2028,85.6
0.0915,1275,8.327,834.4652,85.9333
0.0969,1280,9.5067,837.8816,86.2667
0.0913,1285,9.5294,841.2466,86.6
0.0893,1290,11.8833,844.67,86.9333
0.0934,1295,9.8761,847.9685,87.2667
0.0987,1300,9.338,851.3046,87.6
0.0953,1305,10.8737,854.7084,87.9333
0.0938,1310,9.7467,858.1644,88.2667
0.0994,1315,12.1106,861.4993,88.6
0.0968,1320,7.778,864.9479,88.9333
0.0908,1325,13.8521,868.4449,89.2667
0.0974,1330,12.0346,871.9322,89.6
0.0939,1335,10.4052,875.634,89.9333
0.101,1340,7.1632,879.0402,90.2667
0.0977,1345,14.1736,882.3151,90.6
0.1097,1350,9.4618,885.6356,90.9333
0.094,1355,7.7857,888.9445,91.2667
0.0896,1360,9.8023,892.3466,91.6
0.0869,1365,12.8564,895.7335,91.9333
0.0943,1370,15.5656,899.1439,92.2667
0.0943,1375,10.878,902.6532,92.6
0.0864,1380,11.5925,906.1331,92.9333
0.0919,1385,8.403,909.5831,93.2667
0.0974,1390,14.3736,912.9962,93.6
0.0898,1395,10.7375,916.3685,93.9333
0.0955,1400,9.7335,919.8647,94.2667
0.0901,1405,10.6353,923.2514,94.6
0.0923,1410,8.2802,926.5972,94.9333
0.1004,1415,7.7702,929.7802,95.2667
0.0992,1420,8.8421,933.2433,95.6
0.0973,1425,11.3914,936.6578,95.9333
0.0864,1430,8.3385,940.1148,96.2667
0.0917,1435,7.5645,943.4663,96.6
0.0967,1440,10.92,946.8194,96.9333
0.0992,1445,13.4798,950.2838,97.2667
0.09,1450,10.1019,953.6411,97.6
0.0892,1455,15.2732,957.1613,97.9333
0.0914,1460,10.5004,960.6025,98.2667
0.0919,1465,13.8419,964.2385,98.6
0.0838,1470,12.6221,967.5706,98.9333
0.0972,1475,8.1134,970.9562,99.2667
0.095,1480,17.7995,974.5758,99.6
0.0957,1485,13.743,978.1256,99.9333
0.0915,1490,14.4373,981.6878,100.2667
0.0989,1495,10.3171,985.1049,100.6
0.093,1500,13.2692,988.6214,100.9333
