epochs,loss,rewards,time,steps
1.25,0.777,0.7329,2.0329,5
1.5625,0.7102,0.5619,4.0542,10
1.875,0.7019,0.6449,6.0495,15
2.1875,0.658,0.8017,8.0814,20
2.5,0.7163,0.9817,10.0812,25
2.8125,0.6318,0.7483,12.0918,30
3.125,0.6378,0.8219,14.1094,35
3.4375,0.6404,0.6556,16.0955,40
3.75,0.6194,0.7995,18.1037,45
4.0625,0.6673,0.7679,20.0584,50
4.375,0.5564,0.6966,22.0776,55
4.6875,0.5433,0.759,24.0838,60
5.0,0.4946,0.3061,26.0867,65
5.3125,0.5355,0.2801,28.1042,70
5.625,0.4405,0.2868,30.0968,75
5.9375,0.4616,0.4294,32.1441,80
6.25,0.3804,0.4798,34.1476,85
6.5625,0.3559,0.2975,36.1253,90
6.875,0.3368,0.58,38.1515,95
7.1875,0.318,0.7897,40.1749,100
7.5,0.2922,1.059,42.1861,105
7.8125,0.2849,2.0731,44.2436,110
8.125,0.2619,2.8339,46.2663,115
8.4375,0.2581,5.7871,48.358,120
8.75,0.2743,12.3034,50.529,125
9.0625,0.2235,36.0301,52.8891,130
9.375,0.2331,199.5039,55.6412,135
9.6875,0.2256,25.8691,57.7226,140
10.0,0.2184,24.3738,59.7039,145
10.3125,0.214,17.9295,61.7665,150
10.625,0.2062,23.2643,63.8185,155
10.9375,0.2068,23.5707,65.8971,160
11.25,0.1972,110.9373,68.2751,165
11.5625,0.1824,170.6454,70.872,170
11.875,0.2086,266.6177,73.664,175
12.1875,0.1876,113.4528,76.0006,180
12.5,0.1835,29.6315,78.141,185
12.8125,0.1914,44.1124,80.3523,190
13.125,0.195,113.3052,82.731,195
13.4375,0.1872,311.7413,85.5625,200
13.75,0.1732,300.5204,88.3774,205
14.0625,0.1901,275.7755,91.1106,210
14.375,0.1785,191.7029,93.6909,215
14.6875,0.1712,209.2642,96.2919,220
15.0,0.1829,111.2102,98.5798,225
15.3125,0.1764,134.8219,100.9887,230
15.625,0.1676,436.1759,104.0284,235
15.9375,0.1659,269.0302,106.7537,240
16.25,0.1689,203.7963,109.3181,245
16.5625,0.1625,273.0126,111.9808,250
16.875,0.1667,457.0739,115.0975,255
17.1875,0.1732,399.4749,118.0242,260
17.5,0.1709,349.5219,120.9395,265
17.8125,0.1524,411.6653,123.9284,270
18.125,0.159,149.8191,126.3627,275
18.4375,0.1578,536.296,129.6101,280
18.75,0.1595,71.3582,131.8868,285
19.0625,0.1621,440.6827,134.9142,290
19.375,0.1535,213.3129,137.4856,295
19.6875,0.1491,466.766,140.6626,300
20.0,0.1498,510.6642,143.8597,305
20.3125,0.1485,470.2408,146.8976,310
20.625,0.1566,475.8568,149.99,315
20.9375,0.151,475.8801,153.0653,320
21.25,0.1532,487.1071,156.2257,325
21.5625,0.1553,502.6938,159.4685,330
21.875,0.1471,447.4107,162.6731,335
22.1875,0.1443,290.7827,165.4203,340
22.5,0.1488,554.0432,168.6765,345
22.8125,0.1365,509.9625,171.8332,350
23.125,0.1574,498.2844,174.9355,355
23.4375,0.1482,642.1032,178.4048,360
23.75,0.1398,530.3441,181.623,365
24.0625,0.1441,775.8471,185.3741,370
24.375,0.1432,508.2973,188.6498,375
24.6875,0.1389,589.9615,191.9934,380
