epochs,steps,loss,rewards,time
75.625,1195,0.0821,1870.6696,1339.0647
75.9375,1200,0.0802,2634.062,1347.1072
76.25,1205,0.0809,1321.6113,1351.8189
76.5625,1210,0.0822,2320.6912,1359.1482
76.875,1215,0.0843,1386.7513,1364.6179
77.1875,1220,0.0858,1816.7595,1371.0202
77.5,1225,0.0907,1604.7419,1376.5453
77.8125,1230,0.0855,2033.739,1383.0661
78.125,1235,0.0895,1460.4324,1388.2654
78.4375,1240,0.0804,2546.7319,1396.1919
78.75,1245,0.078,1675.401,1402.3271
79.0625,1250,0.0852,2239.7566,1409.7062
79.375,1255,0.088,2047.442,1416.2261
79.6875,1260,0.0754,2349.9043,1423.1412
80.0,1265,0.0841,997.5405,1427.6224
80.3125,1270,0.0859,1843.3842,1433.4804
80.625,1275,0.0859,1235.899,1438.5476
80.9375,1280,0.0834,2191.5867,1445.7123
81.25,1285,0.0809,2030.391,1453.1768
81.5625,1290,0.0784,1883.0457,1460.4735
81.875,1295,0.0809,1335.1707,1466.1432
82.1875,1300,0.0832,2333.7251,1476.8704
82.5,1305,0.0781,1542.3259,1483.5677
82.8125,1310,0.0867,1324.6248,1488.4267
83.125,1315,0.079,3122.304,1497.401
83.4375,1320,0.0817,1691.5286,1503.7852
83.75,1325,0.0802,2651.6895,1511.5906
84.0625,1330,0.0802,1662.6091,1517.1622
84.375,1335,0.082,2132.1265,1523.9476
84.6875,1340,0.0836,1204.2416,1528.4902
85.0,1345,0.0801,2157.4949,1534.9663
85.3125,1350,0.0848,2628.5039,1543.1154
85.625,1355,0.0767,2447.4739,1550.5992
85.9375,1360,0.0769,1459.0756,1556.1769
86.25,1365,0.0835,1464.8136,1562.2109
86.5625,1370,0.0817,1473.6383,1567.2911
86.875,1375,0.0714,1947.3372,1574.8924
87.1875,1380,0.0899,858.7744,1579.0031
87.5,1385,0.0759,2295.2314,1585.9807
87.8125,1390,0.0718,2068.6047,1592.6376
88.125,1395,0.0815,1444.3654,1598.0098
88.4375,1400,0.0812,1212.7388,1602.5788
88.75,1405,0.0775,1539.9222,1607.8508
89.0625,1410,0.0823,2585.4248,1615.7423
89.375,1415,0.0812,2391.8794,1622.9884
89.6875,1420,0.0782,2244.1011,1630.0638
90.0,1425,0.0947,1375.2986,1635.1215
90.3125,1430,0.0822,2947.3784,1643.928
90.625,1435,0.0772,2280.1335,1650.8995
90.9375,1440,0.0849,1335.3251,1655.7261
91.25,1445,0.0777,2462.8013,1664.0668
91.5625,1450,0.0841,3301.0535,1673.8333
91.875,1455,0.0861,1425.8966,1679.539
92.1875,1460,0.0748,2654.7781,1687.436
92.5,1465,0.0829,1152.0144,1691.9395
92.8125,1470,0.0763,2626.8101,1699.5876
93.125,1475,0.0805,2385.1562,1706.8469
93.4375,1480,0.0777,1553.3429,1712.0729
93.75,1485,0.0797,2334.6987,1719.2967
94.0625,1490,0.0786,2908.5847,1727.9634
94.375,1495,0.0694,2563.6567,1735.7428
94.6875,1500,0.0804,2097.8347,1742.9868
95.0,1505,0.0834,1637.6897,1749.0952
